Eingegangen am;Mangel Nr.;Typ;Status;Geo-Koordinaten
09.01.2019 10:41:27;943;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4784,10.9907
09.01.2019 11:28:55;944;Parkverstöße;Behoben;49.4723,10.9814
09.01.2019 16:08:58;945;Straßen- und Gehwegverunreinigung;Behoben;49.4754,10.9808
09.01.2019 20:28:31;946;Parkverstöße;Behoben;49.4634,10.9942
10.01.2019 11:01:17;947;Sonstige Mängel;Behoben;49.5128,10.9806
10.01.2019 13:36:10;948;Parkverstöße;Behoben;49.4725,10.982
10.01.2019 13:36:18;949;Parkverstöße;Abgelehnt;49.4725,10.982
10.01.2019 19:18:17;950;Defekte Straßenbeleuchtung;Behoben;49.461,10.9985
10.01.2019 19:47:36;951;Parkverstöße;Behoben;49.4608,11.0001
10.01.2019 22:08:59;952;Defekte Straßenbeleuchtung;Behoben;49.4705,10.9674
12.01.2019 11:47:13;953;Straßenschäden;Behoben;49.4774,10.95
13.01.2019 13:56:10;954;Parkverstöße;Behoben;49.4861,10.9767
13.01.2019 13:57:04;955;Parkverstöße;Abgelehnt;49.4861,10.9767
13.01.2019 17:13:46;956;Parkverstöße;Behoben;49.4861,10.9767
13.01.2019 17:18:43;957;Parkverstöße;Behoben;49.4866,10.9761
13.01.2019 17:25:04;958;Abgestellte Autos ohne Kennzeichen;Behoben;49.4863,10.9767
13.01.2019 17:32:07;959;Parkverstöße;Behoben;49.4861,10.9761
13.01.2019 17:38:38;960;Parkverstöße;Behoben;49.4858,10.9761
13.01.2019 17:47:16;961;Parkverstöße;Behoben;49.4864,10.9761
13.01.2019 17:54:40;962;Parkverstöße;Behoben;49.4867,10.9764
13.01.2019 18:00:35;963;Parkverstöße;Behoben;49.4867,10.9761
13.01.2019 18:06:20;964;Parkverstöße;Behoben;49.4861,10.9761
13.01.2019 18:15:45;965;Parkverstöße;Behoben;49.4866,10.9761
13.01.2019 18:57:44;966;Parkverstöße;Abgelehnt;49.4861,10.9761
14.01.2019 09:36:30;967;Sonstige Mängel;Abgelehnt;49.4649,11.0082
15.01.2019 13:22:13;968;Defekte Straßenbeleuchtung;Behoben;49.4726,10.9984
15.01.2019 19:57:33;969;Defekte Straßenbeleuchtung;Behoben;49.4868,10.9559
16.01.2019 10:50:16;970;Straßenschäden;Behoben;49.4619,10.9928
16.01.2019 21:30:31;971;Defekte Straßenbeleuchtung;Behoben;49.4706,10.9675
16.01.2019 21:41:22;972;Sonstige Mängel;Abgelehnt;49.4848,10.9632
17.01.2019 10:45:39;973;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.481,10.9596
18.01.2019 18:30:13;974;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4665,10.9845
18.01.2019 21:57:58;975;Parkverstöße;Behoben;49.5039,10.9807
19.01.2019 16:56:25;976;Sonstige Mängel;Behoben;49.4791,10.9704
19.01.2019 18:38:00;977;Parkverstöße;Behoben;49.4687,10.9894
20.01.2019 15:04:59;978;Straßenschäden;Behoben;49.4786,11.0059
20.01.2019 16:05:00;979;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4687,11.0035
20.01.2019 17:10:19;980;Parkverstöße;Behoben;49.4815,10.9967
20.01.2019 19:18:52;981;Defekte Straßenbeleuchtung;Behoben;49.4868,10.956
22.01.2019 17:03:08;982;Abgestellte Autos ohne Kennzeichen;Behoben;49.4638,10.9732
22.01.2019 22:44:48;983;Straßenschäden;Behoben;49.4693,10.99
23.01.2019 18:30:29;984;Parkverstöße;Behoben;49.4703,11.0045
23.01.2019 19:03:56;985;Parkverstöße;Behoben;49.4859,10.9761
23.01.2019 19:04:05;986;Parkverstöße;Abgelehnt;49.4859,10.9761
23.01.2019 20:18:33;987;Parkverstöße;Behoben;49.4863,10.9767
23.01.2019 20:26:38;988;Parkverstöße;Behoben;49.4867,10.9761
23.01.2019 20:30:49;989;Parkverstöße;Behoben;49.4869,10.9761
24.01.2019 12:03:06;990;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4661,11.0002
24.01.2019 20:21:27;991;Parkverstöße;Behoben;49.4863,10.9767
24.01.2019 20:24:17;992;Parkverstöße;Behoben;49.4867,10.9761
24.01.2019 20:29:56;993;Parkverstöße;Behoben;49.4861,10.9761
24.01.2019 20:34:37;994;Parkverstöße;Behoben;49.4864,10.976
25.01.2019 10:37:13;995;Parkverstöße;Behoben;49.4544,10.9732
25.01.2019 13:34:44;996;Defekte Straßenbeleuchtung;Behoben;49.4721,10.9986
25.01.2019 16:01:12;997;Parkverstöße;Behoben;49.4869,10.9764
25.01.2019 16:06:20;998;Parkverstöße;Behoben;49.4867,10.9761
25.01.2019 16:07:48;999;Parkverstöße;Behoben;49.4861,10.9761
25.01.2019 16:09:13;1000;Parkverstöße;Behoben;49.4861,10.9761
25.01.2019 16:14:35;1001;Parkverstöße;Behoben;49.4867,10.9764
25.01.2019 17:40:54;1002;Parkverstöße;Behoben;49.4864,10.9758
25.01.2019 17:47:06;1003;Parkverstöße;Behoben;49.4867,10.9761
25.01.2019 17:51:26;1004;Parkverstöße;Behoben;49.487,10.9761
25.01.2019 17:55:00;1005;Parkverstöße;Behoben;49.4867,10.9761
25.01.2019 22:52:07;1006;Parkverstöße;Behoben;49.4703,11.0045
26.01.2019 10:16:03;1007;Parkverstöße;Behoben;49.4612,10.9947
26.01.2019 11:03:54;1008;Parkverstöße;Behoben;49.4861,10.9761
26.01.2019 11:07:22;1009;Parkverstöße;Behoben;49.4861,10.9761
26.01.2019 11:12:06;1010;Parkverstöße;Behoben;49.4867,10.9761
26.01.2019 11:15:30;1011;Parkverstöße;Behoben;49.4872,10.9758
26.01.2019 11:19:31;1012;Parkverstöße;Behoben;49.4871,10.9766
26.01.2019 12:43:45;1013;Sonstige Mängel;Abgelehnt;49.4753,10.9889
27.01.2019 10:57:54;1014;Parkverstöße;Behoben;49.4794,10.9848
27.01.2019 11:01:26;1015;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4794,10.9854
27.01.2019 14:39:24;1016;Sonstige Mängel;In Bearbeitung;49.4664,10.9356
27.01.2019 17:19:48;1017;Sonstige Mängel;Behoben;49.4792,10.9698
28.01.2019 09:29:37;1018;Defekte Straßenbeleuchtung;Behoben;49.4729,11.001
29.01.2019 12:50:18;1019;Sonstige Mängel;Behoben;49.5083,10.9785
29.01.2019 23:16:51;1020;Defekte Straßenbeleuchtung;Behoben;49.4722,11.0012
30.01.2019 08:15:05;1021;Parkverstöße;Behoben;49.4699,10.9878
30.01.2019 11:36:42;1022;Parkverstöße;Behoben;49.454,10.9744
30.01.2019 21:53:22;1023;Parkverstöße;Behoben;49.4701,11.0026
31.01.2019 07:17:50;1024;Mülltonnen nicht geleert oder verschwunden;Behoben;49.5169,10.9755
31.01.2019 09:03:01;1025;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4768,10.9811
31.01.2019 09:58:52;1026;Sonstige Mängel;Behoben;49.48,10.9847
02.02.2019 13:33:33;1027;Sonstige Mängel;Behoben;49.4733,10.9865
02.02.2019 13:36:26;1028;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4734,10.986
02.02.2019 17:12:32;1029;Sonstige Mängel;Behoben;49.4904,10.9254
03.02.2019 09:18:03;1030;Abgestellte Autos ohne Kennzeichen;Behoben;49.4661,10.9842
03.02.2019 09:22:05;1031;Parkverstöße;Behoben;49.4652,10.99
03.02.2019 10:45:01;1032;Defekte Straßenbeleuchtung;In Bearbeitung;49.4748,10.9892
03.02.2019 13:23:25;1033;Sonstige Mängel;Abgelehnt;49.4731,10.9307
05.02.2019 16:56:01;1034;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4795,11.0012
05.02.2019 18:25:41;1035;Abgestellte Autos ohne Kennzeichen;Behoben;49.4835,11.0016
05.02.2019 20:22:05;1036;Sonstige Mängel;Behoben;49.4632,10.9965
05.02.2019 20:50:49;1037;Mülltonnen nicht geleert oder verschwunden;Behoben;49.4625,11.0007
06.02.2019 20:41:09;1038;Defekte Straßenbeleuchtung;Behoben;49.4885,10.9957
07.02.2019 08:16:15;1039;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4768,10.9835
07.02.2019 08:51:13;1040;Sonstige Mängel;Behoben;49.4615,10.9867
08.02.2019 19:18:53;1041;Defekte Straßenbeleuchtung;Abgelehnt;49.4793,10.9842
09.02.2019 08:50:41;1042;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5022,10.9881
10.02.2019 12:57:42;1043;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4734,10.9858
11.02.2019 18:05:30;1044;Mülltonnen nicht geleert oder verschwunden;Behoben;49.4625,11.0008
12.02.2019 19:31:40;1045;Defekte Straßenbeleuchtung;Behoben;49.5155,10.961
13.02.2019 08:03:33;1046;Parkverstöße;Behoben;49.4703,11.0045
13.02.2019 08:23:51;1047;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.473,10.982
13.02.2019 08:30:13;1048;Mülltonnen nicht geleert oder verschwunden;Abgelehnt;49.4732,10.9819
13.02.2019 11:33:18;1049;Abgestellte Autos ohne Kennzeichen;Behoben;49.473,10.982
14.02.2019 18:32:05;1050;Parkverstöße;Behoben;49.4667,11.0089
15.02.2019 11:25:46;1051;Straßen- und Gehwegverunreinigung;In Bearbeitung;49.4719,10.9893
15.02.2019 17:27:50;1052;Lärm- oder Geruchsbelästigung;Behoben;49.4792,10.9855
15.02.2019 19:23:59;1053;Defekte Straßenbeleuchtung;Behoben;49.492,10.9318
15.02.2019 21:56:10;1054;Defekte Straßenbeleuchtung;In Bearbeitung;49.4762,10.989
16.02.2019 09:13:15;1055;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4899,10.9956
16.02.2019 09:44:19;1056;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4577,11.0054
16.02.2019 10:39:11;1057;Defekte Straßenbeleuchtung;Behoben;49.4519,10.9936
16.02.2019 15:59:53;1058;Parkverstöße;Behoben;49.4867,10.9764
16.02.2019 16:09:51;1059;Parkverstöße;Behoben;49.4867,10.9769
16.02.2019 21:10:33;1060;Parkverstöße;Behoben;49.4777,11.0127
17.02.2019 10:35:47;1061;Parkverstöße;Behoben;49.4871,10.9762
17.02.2019 15:24:10;1062;Parkverstöße;Behoben;49.5262,10.9652
17.02.2019 17:55:07;1063;Parkverstöße;Behoben;49.5163,10.9629
18.02.2019 11:55:45;1064;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4764,10.9758
18.02.2019 17:28:05;1065;Parkverstöße;Behoben;49.4686,10.9943
18.02.2019 19:04:16;1066;Defekte Ampelanlagen oder Verkehrsschilder;Abgelehnt;49.4715,11.0036
19.02.2019 07:55:39;1067;Straßen- und Gehwegverunreinigung;Behoben;49.4716,11.0007
19.02.2019 18:02:13;1068;Parkverstöße;Behoben;49.4776,11.0129
19.02.2019 22:38:24;1069;Parkverstöße;Behoben;49.4642,10.999
20.02.2019 06:59:58;1070;Parkverstöße;Behoben;49.4777,11.0127
20.02.2019 17:14:00;1071;Parkverstöße;Behoben;49.4777,11.0127
21.02.2019 13:06:23;1072;Sonstige Mängel;Behoben;49.4724,10.9818
21.02.2019 15:18:10;1073;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4725,10.9844
21.02.2019 17:52:34;1074;Sonstige Mängel;Abgelehnt;49.467,10.994
21.02.2019 18:48:26;1075;Parkverstöße;Abgelehnt;49.4781,11.0122
22.02.2019 17:51:57;1076;Sonstige Mängel;Behoben;49.4723,10.9948
23.02.2019 16:35:46;1077;Parkverstöße;Behoben;49.4775,11.0128
23.02.2019 21:16:10;1078;Parkverstöße;Behoben;49.4898,10.9323
24.02.2019 14:52:34;1079;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5237,10.9455
24.02.2019 16:15:19;1080;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5314,10.9652
24.02.2019 18:34:09;1081;Defekte Straßenbeleuchtung;Behoben;49.4754,10.9813
24.02.2019 20:17:48;1082;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.5106,10.9778
25.02.2019 08:13:24;1083;Sonstige Mängel;Behoben;49.4653,11.0124
25.02.2019 12:19:12;1084;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4816,10.9868
25.02.2019 15:54:03;1085;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4801,10.9996
25.02.2019 16:05:25;1086;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4707,11.0035
25.02.2019 19:55:21;1087;Parkverstöße;Behoben;49.4794,10.9853
26.02.2019 08:13:19;1088;Parkverstöße;Behoben;49.4682,10.9944
26.02.2019 12:33:49;1089;Defekte Straßenbeleuchtung;Behoben;49.4543,10.9914
27.02.2019 09:35:55;1090;Parkverstöße;Behoben;49.4888,10.9126
27.02.2019 10:59:28;1091;Defekte Straßenbeleuchtung;Abgelehnt;49.5002,10.9679
27.02.2019 12:55:40;1092;Sonstige Mängel;In Bearbeitung;49.4601,10.9885
27.02.2019 14:31:58;1093;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4989,10.9536
27.02.2019 16:49:51;1094;Sonstige Mängel;Abgelehnt;49.4794,11.0011
27.02.2019 17:11:45;1095;Straßenschäden;Behoben;49.4736,10.9928
27.02.2019 18:41:59;1096;Parkverstöße;Behoben;49.4776,11.0129
27.02.2019 18:42:21;1097;Parkverstöße;Behoben;49.4777,11.0127
27.02.2019 18:58:22;1098;Sonstige Mängel;Behoben;49.4809,10.9553
28.02.2019 09:24:55;1099;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4674,10.9985
28.02.2019 12:02:20;1100;Sonstige Mängel;Abgelehnt;49.4646,10.9852
28.02.2019 12:34:31;1101;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5115,10.9725
28.02.2019 19:14:32;1102;Lärm- oder Geruchsbelästigung;Behoben;49.4792,10.9859
28.02.2019 19:33:53;1103;Defekte Straßenbeleuchtung;Behoben;49.4691,10.9691
01.03.2019 12:07:08;1104;Sonstige Mängel;Abgelehnt;49.4811,10.9683
01.03.2019 14:48:10;1105;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.481,11.0004
01.03.2019 14:50:39;1106;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4811,11.0007
02.03.2019 09:45:04;1107;Sonstige Mängel;In Bearbeitung;49.4799,10.9837
02.03.2019 11:41:15;1108;Parkverstöße;Behoben;49.4695,11.0007
03.03.2019 13:05:38;1109;Sonstige Mängel;In Bearbeitung;49.4823,10.9881
03.03.2019 14:52:23;1110;Parkverstöße;Behoben;49.4701,10.9868
03.03.2019 17:31:57;1111;Parkverstöße;Behoben;49.455,10.9749
04.03.2019 07:03:36;1112;Parkverstöße;Behoben;49.4776,11.0129
04.03.2019 09:12:43;1113;Sonstige Mängel;Abgelehnt;49.4739,10.99
04.03.2019 12:28:05;1114;Parkverstöße;Behoben;49.4777,11.0127
04.03.2019 16:50:41;1115;Parkverstöße;Behoben;49.4722,10.991
04.03.2019 16:58:04;1116;Parkverstöße;Behoben;49.4682,10.9897
04.03.2019 18:22:48;1117;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4607,11.0015
04.03.2019 18:37:57;1118;Mülltonnen nicht geleert oder verschwunden;Behoben;49.4626,11.0006
04.03.2019 19:26:28;1119;Parkverstöße;Behoben;49.4776,11.0129
05.03.2019 11:12:06;1120;Sonstige Mängel;Behoben;49.4683,10.9951
05.03.2019 12:46:22;1121;Sonstige Mängel;Behoben;49.4591,10.9955
05.03.2019 14:29:35;1122;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4628,10.9837
05.03.2019 16:58:14;1123;Parkverstöße;Behoben;49.4611,11.0022
05.03.2019 17:04:25;1124;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4762,10.9768
05.03.2019 17:06:50;1125;Parkverstöße;Behoben;49.4608,11.0013
05.03.2019 19:19:47;1126;Sonstige Mängel;Behoben;49.4824,10.9673
06.03.2019 07:28:33;1127;Parkverstöße;Behoben;49.4691,10.9894
06.03.2019 20:42:35;1128;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4619,10.9928
07.03.2019 10:11:42;1129;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4743,10.9918
07.03.2019 15:43:50;1130;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4886,11.0022
07.03.2019 18:01:41;1131;Parkverstöße;Behoben;49.4691,10.9894
07.03.2019 19:26:33;1132;Parkverstöße;Behoben;49.4722,10.991
07.03.2019 22:24:15;1133;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.48,10.9847
08.03.2019 08:05:49;1134;Parkverstöße;Behoben;49.4682,10.9944
08.03.2019 08:06:06;1135;Parkverstöße;Abgelehnt;49.4682,10.9944
08.03.2019 10:12:21;1136;Defekte Straßenbeleuchtung;Behoben;49.4728,10.9961
08.03.2019 10:15:42;1137;Sonstige Mängel;Behoben;49.4726,10.9941
08.03.2019 17:57:18;1138;Straßenschäden;Behoben;49.4649,10.9994
09.03.2019 10:41:52;1139;Parkverstöße;Behoben;49.4812,10.9766
09.03.2019 20:10:04;1140;Sonstige Mängel;Behoben;49.4777,10.9893
09.03.2019 22:41:47;1141;Sonstige Mängel;Behoben;49.4703,10.9904
10.03.2019 11:31:17;1142;Straßen- und Gehwegverunreinigung;Behoben;49.4854,10.9637
10.03.2019 11:52:52;1143;Parkverstöße;Behoben;49.4666,10.9883
10.03.2019 11:55:14;1144;Parkverstöße;Behoben;49.4679,10.9891
10.03.2019 17:26:39;1145;Straßenschäden;Behoben;49.4894,10.9969
10.03.2019 18:13:23;1146;Straßenschäden;Behoben;49.4894,10.9968
10.03.2019 19:29:30;1147;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4633,10.9864
11.03.2019 07:06:50;1148;Parkverstöße;Behoben;49.4666,10.9894
11.03.2019 07:39:36;1149;Parkverstöße;Behoben;49.4691,10.9894
11.03.2019 19:10:18;1150;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.468,10.9906
11.03.2019 19:59:40;1151;Parkverstöße;Behoben;49.4667,10.9884
12.03.2019 08:36:20;1152;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4757,10.9809
12.03.2019 09:32:04;1153;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4653,10.9859
12.03.2019 15:12:40;1154;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.5163,10.9634
12.03.2019 18:56:07;1155;Defekte Straßenbeleuchtung;Behoben;49.4867,10.9559
13.03.2019 07:43:46;1156;Parkverstöße;Behoben;49.4626,11.0018
13.03.2019 08:33:09;1157;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4811,10.9597
13.03.2019 08:36:00;1158;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4818,10.9584
13.03.2019 08:37:36;1159;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4817,10.9584
13.03.2019 08:39:57;1160;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4814,10.9589
13.03.2019 08:42:17;1161;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4812,10.9591
13.03.2019 08:43:42;1162;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4812,10.9591
13.03.2019 08:45:31;1163;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4811,10.9594
13.03.2019 08:47:46;1164;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4809,10.9594
13.03.2019 12:19:10;1165;Straßenschäden;Behoben;49.4711,10.9718
14.03.2019 16:40:19;1166;Sonstige Mängel;Behoben;49.4805,10.9945
14.03.2019 16:41:45;1167;Sonstige Mängel;Abgelehnt;49.4805,10.9945
15.03.2019 06:17:20;1168;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4894,10.923
15.03.2019 07:36:53;1169;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4794,11.0002
15.03.2019 15:46:54;1170;Parkverstöße;Behoben;49.461,10.984
15.03.2019 18:23:21;1171;Parkverstöße;Behoben;49.4793,10.9822
16.03.2019 08:05:27;1172;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4679,10.9906
17.03.2019 07:55:33;1173;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4633,10.9864
17.03.2019 08:35:07;1174;Parkverstöße;Behoben;49.4622,10.9939
17.03.2019 08:45:09;1175;Parkverstöße;Behoben;49.4932,10.9987
17.03.2019 10:57:14;1176;Sonstige Mängel;Behoben;49.4799,10.9882
17.03.2019 11:36:10;1177;Sonstige Mängel;Behoben;49.4542,10.9938
17.03.2019 12:07:07;1178;Parkverstöße;Behoben;49.4615,10.9836
17.03.2019 12:26:33;1179;Sonstige Mängel;Abgelehnt;49.4801,10.9926
17.03.2019 12:38:58;1180;Sonstige Mängel;Abgelehnt;49.4682,10.9638
17.03.2019 17:37:02;1181;Probleme mit Tieren (zum Beispiel Wespen, Hornissen, Hunde);Behoben;49.4705,10.9911
17.03.2019 17:54:31;1182;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4707,10.9921
17.03.2019 18:17:12;1183;Parkverstöße;Behoben;49.4696,10.9992
17.03.2019 22:07:57;1184;Probleme mit Tieren (zum Beispiel Wespen, Hornissen, Hunde);Behoben;49.4707,10.9921
18.03.2019 09:38:43;1185;Sonstige Mängel;Behoben;49.4616,10.9869
18.03.2019 10:09:57;1186;Parkverstöße;Behoben;49.4793,10.9641
18.03.2019 12:46:45;1187;Parkverstöße;Behoben;49.465,10.9992
18.03.2019 20:50:10;1188;Sonstige Mängel;Behoben;49.4803,10.9566
19.03.2019 07:22:34;1189;Straßenschäden;Abgelehnt;49.477,11.0035
19.03.2019 08:17:39;1190;Parkverstöße;Behoben;49.4681,10.9942
19.03.2019 10:45:25;1191;Straßenschäden;Behoben;49.4728,10.9875
19.03.2019 14:56:02;1192;Parkverstöße;Behoben;49.4761,10.9756
19.03.2019 16:04:20;1193;Sonstige Mängel;Abgelehnt;49.4823,10.9674
20.03.2019 07:32:27;1194;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4776,11.0129
20.03.2019 11:19:08;1195;Sonstige Mängel;Behoben;49.4794,11.0002
20.03.2019 16:05:01;1196;Parkverstöße;Behoben;49.4794,10.9853
20.03.2019 17:25:44;1197;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.494,10.9443
20.03.2019 21:40:44;1198;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung;49.4733,10.986
21.03.2019 08:53:23;1199;Parkverstöße;Abgelehnt;49.4906,10.9183
21.03.2019 17:34:05;1200;Sonstige Mängel;Behoben;49.4657,10.9847
21.03.2019 18:44:03;1201;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4798,11.0006
21.03.2019 20:48:11;1202;Parkverstöße;Behoben;49.4696,10.9992
22.03.2019 11:47:57;1203;Straßen- und Gehwegverunreinigung;Behoben;49.4731,10.9456
22.03.2019 15:21:52;1204;Sonstige Mängel;Behoben;49.4686,10.9865
22.03.2019 17:19:12;1205;Parkverstöße;Behoben;49.4749,10.9873
22.03.2019 19:08:32;1206;Parkverstöße;Behoben;49.4695,10.9991
23.03.2019 12:44:46;1207;Sonstige Mängel;Behoben;49.482,10.9867
23.03.2019 13:00:14;1208;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4703,10.9863
23.03.2019 16:57:11;1209;Defekte Ampelanlagen oder Verkehrsschilder;Behoben;49.4735,10.9907
23.03.2019 20:22:51;1210;Defekte Straßenbeleuchtung;Behoben;49.4729,10.9953
23.03.2019 21:58:43;1211;Defekte Straßenbeleuchtung;Behoben;49.4955,10.9835
24.03.2019 03:46:59;1212;Lärm- oder Geruchsbelästigung;Abgelehnt;49.4699,10.9916
24.03.2019 10:22:42;1213;Sonstige Mängel;Behoben;49.4723,10.9822
25.03.2019 07:18:40;1214;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.4776,11.0129
25.03.2019 08:17:59;1215;Parkverstöße;Behoben;49.4615,10.9996
25.03.2019 09:03:28;1216;Sonstige Mängel;Behoben;49.4723,10.9806
25.03.2019 09:05:20;1217;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4769,10.981
25.03.2019 09:41:33;1218;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4743,10.9918
25.03.2019 11:56:42;1219;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4703,10.9848
25.03.2019 13:34:55;1220;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4723,10.9869
25.03.2019 16:16:41;1221;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4741,10.9903
25.03.2019 16:24:38;1222;Defekte Straßenbeleuchtung;Behoben;49.4521,10.9935
26.03.2019 19:50:09;1223;Parkverstöße;Behoben;49.4683,10.994
26.03.2019 20:09:58;1224;Defekte Straßenbeleuchtung;Behoben;49.4641,10.9839
26.03.2019 20:15:56;1225;Defekte Straßenbeleuchtung;Behoben;49.4727,10.9801
26.03.2019 21:12:20;1226;Defekte Straßenbeleuchtung;Behoben;49.4696,10.9674
27.03.2019 08:24:31;1227;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.478,10.9887
27.03.2019 08:24:40;1228;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt;49.478,10.9887
27.03.2019 14:43:15;1229;Parkverstöße;Behoben;49.475,10.9875
27.03.2019 22:10:23;1230;Parkverstöße;Behoben;49.461,10.984
28.03.2019 09:28:29;1231;Illegale Müllablagerung, Ansammlung von Unrat;Behoben;49.4755,10.9908
28.03.2019 09:30:40;1232;Parkverstöße;Behoben;49.4753,10.9909
28.03.2019 09:31:59;1233;Parkverstöße;Behoben;49.4753,10.9909
28.03.2019 12:07:29;1234;Parkverstöße;Behoben;49.4735,10.9914
28.03.2019 12:24:21;1235;Parkverstöße;Behoben;49.4734,10.9912
28.03.2019 12:26:49;1236;Parkverstöße;Behoben;49.4739,10.991
