Eingegangen am;Mangel Nr.;Typ;Status
05.12.2018 17:52:08;865;Straßen- und Gehwegverunreinigung;In Bearbeitung
05.12.2018 19:39:44;866;Parkverstöße;Behoben
06.12.2018 05:42:13;867;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
06.12.2018 07:46:53;868;Mülltonnen nicht geleert oder verschwunden;Abgelehnt
06.12.2018 09:34:07;869;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
06.12.2018 18:42:38;870;Straßenschäden;In Bearbeitung
07.12.2018 11:58:59;871;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
07.12.2018 14:17:14;872;Sonstige Mängel;Behoben
08.12.2018 12:59:50;873;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
08.12.2018 14:01:59;874;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
08.12.2018 16:05:44;875;Mülltonnen nicht geleert oder verschwunden;Abgelehnt
09.12.2018 09:03:13;876;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
09.12.2018 09:03:20;877;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt
09.12.2018 12:22:50;878;Parkverstöße;Behoben
09.12.2018 12:25:41;879;Parkverstöße;Behoben
10.12.2018 05:46:30;880;Defekte Straßenbeleuchtung;Behoben
10.12.2018 07:58:52;881;Parkverstöße;Behoben
10.12.2018 15:26:44;882;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
10.12.2018 15:57:07;883;Parkverstöße;Behoben
11.12.2018 19:31:23;884;Parkverstöße;Behoben
11.12.2018 22:19:42;885;Abgestellte Autos ohne Kennzeichen;Behoben
12.12.2018 05:17:05;886;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
14.12.2018 09:47:04;887;Parkverstöße;Behoben
15.12.2018 08:47:36;888;Parkverstöße;Behoben
15.12.2018 08:51:32;889;Parkverstöße;Abgelehnt
15.12.2018 10:29:21;890;Parkverstöße;Behoben
16.12.2018 12:09:36;891;Straße nicht geräumt (im Winter bei Schneefall);Behoben
16.12.2018 19:20:52;892;Defekte Straßenbeleuchtung;Behoben
17.12.2018 07:59:29;893;Parkverstöße;Behoben
19.12.2018 11:22:26;894;Sonstige Mängel;Behoben
19.12.2018 21:32:14;895;Parkverstöße;Behoben
19.12.2018 22:10:34;896;Parkverstöße;Behoben
19.12.2018 22:12:29;897;Parkverstöße;Behoben
20.12.2018 11:28:03;898;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
20.12.2018 13:19:20;899;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
20.12.2018 21:51:55;900;Defekte Straßenbeleuchtung;Behoben
20.12.2018 22:10:21;901;Parkverstöße;Behoben
21.12.2018 12:58:14;902;Defekte Straßenbeleuchtung;Behoben
21.12.2018 20:43:58;903;Parkverstöße;Behoben
22.12.2018 14:26:31;904;Parkverstöße;Behoben
24.12.2018 09:18:47;905;Parkverstöße;Behoben
24.12.2018 12:15:38;906;Parkverstöße;Behoben
24.12.2018 12:19:24;907;Parkverstöße;Abgelehnt
26.12.2018 13:07:42;908;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
26.12.2018 18:10:15;909;Straßenschäden;Behoben
27.12.2018 10:25:11;910;Sonstige Mängel;Abgelehnt
27.12.2018 19:50:41;911;Defekte Straßenbeleuchtung;Behoben
28.12.2018 11:30:53;912;Sonstige Mängel;In Bearbeitung
28.12.2018 16:18:02;913;Sonstige Mängel;Abgelehnt
28.12.2018 21:03:30;914;Parkverstöße;Abgelehnt
28.12.2018 21:03:53;915;Parkverstöße;Abgelehnt
29.12.2018 08:11:49;916;Defekte Straßenbeleuchtung;Behoben
29.12.2018 12:50:31;917;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
29.12.2018 13:23:53;918;Parkverstöße;Behoben
29.12.2018 15:02:45;919;Straßen- und Gehwegverunreinigung;Behoben
29.12.2018 19:51:10;920;Defekte Straßenbeleuchtung;Behoben
29.12.2018 19:52:47;921;Defekte Straßenbeleuchtung;Behoben
30.12.2018 10:55:58;922;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
30.12.2018 12:43:09;923;Parkverstöße;Behoben
30.12.2018 12:45:54;924;Parkverstöße;Behoben
30.12.2018 19:03:34;925;Defekte Straßenbeleuchtung;Behoben
31.12.2018 11:20:18;926;Straßen- und Gehwegverunreinigung;Abgelehnt
31.12.2018 12:24:45;927;Parkverstöße;Behoben
31.12.2018 12:25:01;928;Parkverstöße;Abgelehnt
31.12.2018 16:05:16;929;Defekte Straßenbeleuchtung;Behoben
01.01.2019 14:19:29;930;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
02.01.2019 17:28:36;931;Straßenschäden;Behoben
03.01.2019 13:47:03;932;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
03.01.2019 14:56:33;933;Probleme mit Tieren (zum Beispiel Wespen, Hornissen, Hunde);Behoben
03.01.2019 16:12:38;934;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
06.01.2019 20:35:55;935;Defekte Straßenbeleuchtung;Behoben
07.01.2019 19:33:32;936;Parkverstöße;Behoben
07.01.2019 19:36:33;937;Parkverstöße;Behoben
07.01.2019 20:31:15;938;Defekte Straßenbeleuchtung;Behoben
07.01.2019 20:59:48;939;Defekte Straßenbeleuchtung;Behoben
08.01.2019 03:05:45;940;Defekte Straßenbeleuchtung;Behoben
08.01.2019 03:08:22;941;Defekte Straßenbeleuchtung;Behoben
08.01.2019 07:39:36;942;Straßenschäden;In Bearbeitung
09.01.2019 10:41:27;943;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
09.01.2019 11:28:55;944;Parkverstöße;Behoben
09.01.2019 16:08:58;945;Straßen- und Gehwegverunreinigung;Behoben
09.01.2019 20:28:31;946;Parkverstöße;Behoben
10.01.2019 11:01:17;947;Sonstige Mängel;Behoben
10.01.2019 13:36:10;948;Parkverstöße;Behoben
10.01.2019 13:36:18;949;Parkverstöße;Abgelehnt
10.01.2019 19:18:17;950;Defekte Straßenbeleuchtung;Behoben
10.01.2019 19:47:36;951;Parkverstöße;Behoben
10.01.2019 22:08:59;952;Defekte Straßenbeleuchtung;Behoben
12.01.2019 11:47:13;953;Straßenschäden;Behoben
13.01.2019 13:56:10;954;Parkverstöße;Behoben
13.01.2019 13:57:04;955;Parkverstöße;Abgelehnt
13.01.2019 17:13:46;956;Parkverstöße;Behoben
13.01.2019 17:18:43;957;Parkverstöße;Behoben
13.01.2019 17:25:04;958;Abgestellte Autos ohne Kennzeichen;Behoben
13.01.2019 17:32:07;959;Parkverstöße;Behoben
13.01.2019 17:38:38;960;Parkverstöße;Behoben
13.01.2019 17:47:16;961;Parkverstöße;Behoben
13.01.2019 17:54:40;962;Parkverstöße;Behoben
13.01.2019 18:00:35;963;Parkverstöße;Behoben
13.01.2019 18:06:20;964;Parkverstöße;Behoben
13.01.2019 18:15:45;965;Parkverstöße;Behoben
13.01.2019 18:57:44;966;Parkverstöße;Abgelehnt
14.01.2019 09:36:30;967;Sonstige Mängel;Abgelehnt
15.01.2019 13:22:13;968;Defekte Straßenbeleuchtung;Behoben
15.01.2019 19:57:33;969;Defekte Straßenbeleuchtung;Behoben
16.01.2019 10:50:16;970;Straßenschäden;Behoben
16.01.2019 21:30:31;971;Defekte Straßenbeleuchtung;Behoben
16.01.2019 21:41:22;972;Sonstige Mängel;Abgelehnt
17.01.2019 10:45:39;973;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
18.01.2019 18:30:13;974;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
18.01.2019 21:57:58;975;Parkverstöße;Behoben
19.01.2019 16:56:25;976;Sonstige Mängel;Behoben
19.01.2019 18:38:00;977;Parkverstöße;Behoben
20.01.2019 15:04:59;978;Straßenschäden;Behoben
20.01.2019 16:05:00;979;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
20.01.2019 17:10:19;980;Parkverstöße;Behoben
20.01.2019 19:18:52;981;Defekte Straßenbeleuchtung;Behoben
22.01.2019 17:03:08;982;Abgestellte Autos ohne Kennzeichen;Behoben
22.01.2019 22:44:48;983;Straßenschäden;Behoben
23.01.2019 18:30:29;984;Parkverstöße;Behoben
23.01.2019 19:03:56;985;Parkverstöße;Behoben
23.01.2019 19:04:05;986;Parkverstöße;Abgelehnt
23.01.2019 20:18:33;987;Parkverstöße;Behoben
23.01.2019 20:26:38;988;Parkverstöße;Behoben
23.01.2019 20:30:49;989;Parkverstöße;Behoben
24.01.2019 12:03:06;990;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
24.01.2019 20:21:27;991;Parkverstöße;Behoben
24.01.2019 20:24:17;992;Parkverstöße;Behoben
24.01.2019 20:29:56;993;Parkverstöße;Behoben
24.01.2019 20:34:37;994;Parkverstöße;Behoben
25.01.2019 10:37:13;995;Parkverstöße;Behoben
25.01.2019 13:34:44;996;Defekte Straßenbeleuchtung;Behoben
25.01.2019 16:01:12;997;Parkverstöße;Behoben
25.01.2019 16:06:20;998;Parkverstöße;Behoben
25.01.2019 16:07:48;999;Parkverstöße;Behoben
25.01.2019 16:09:13;1000;Parkverstöße;Behoben
25.01.2019 16:14:35;1001;Parkverstöße;Behoben
25.01.2019 17:40:54;1002;Parkverstöße;Behoben
25.01.2019 17:47:06;1003;Parkverstöße;Behoben
25.01.2019 17:51:26;1004;Parkverstöße;Behoben
25.01.2019 17:55:00;1005;Parkverstöße;Behoben
25.01.2019 22:52:07;1006;Parkverstöße;Behoben
26.01.2019 10:16:03;1007;Parkverstöße;Behoben
26.01.2019 11:03:54;1008;Parkverstöße;Behoben
26.01.2019 11:07:22;1009;Parkverstöße;Behoben
26.01.2019 11:12:06;1010;Parkverstöße;Behoben
26.01.2019 11:15:30;1011;Parkverstöße;Behoben
26.01.2019 11:19:31;1012;Parkverstöße;Behoben
26.01.2019 12:43:45;1013;Sonstige Mängel;Abgelehnt
27.01.2019 10:57:54;1014;Parkverstöße;Behoben
27.01.2019 11:01:26;1015;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
27.01.2019 14:39:24;1016;Sonstige Mängel;In Bearbeitung
27.01.2019 17:19:48;1017;Sonstige Mängel;Behoben
28.01.2019 09:29:37;1018;Defekte Straßenbeleuchtung;Behoben
29.01.2019 12:50:18;1019;Sonstige Mängel;Behoben
29.01.2019 23:16:51;1020;Defekte Straßenbeleuchtung;Behoben
30.01.2019 08:15:05;1021;Parkverstöße;Behoben
30.01.2019 11:36:42;1022;Parkverstöße;Behoben
30.01.2019 21:53:22;1023;Parkverstöße;Behoben
31.01.2019 07:17:50;1024;Mülltonnen nicht geleert oder verschwunden;Behoben
31.01.2019 09:03:01;1025;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
31.01.2019 09:58:52;1026;Sonstige Mängel;Behoben
02.02.2019 13:33:33;1027;Sonstige Mängel;Behoben
02.02.2019 13:36:26;1028;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
02.02.2019 17:12:32;1029;Sonstige Mängel;Behoben
03.02.2019 09:18:03;1030;Abgestellte Autos ohne Kennzeichen;Behoben
03.02.2019 09:22:05;1031;Parkverstöße;Behoben
03.02.2019 10:45:01;1032;Defekte Straßenbeleuchtung;In Bearbeitung
03.02.2019 13:23:25;1033;Sonstige Mängel;Abgelehnt
05.02.2019 16:56:01;1034;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung
05.02.2019 18:25:41;1035;Abgestellte Autos ohne Kennzeichen;Behoben
05.02.2019 20:22:05;1036;Sonstige Mängel;Behoben
05.02.2019 20:50:49;1037;Mülltonnen nicht geleert oder verschwunden;Behoben
06.02.2019 20:41:09;1038;Defekte Straßenbeleuchtung;Behoben
07.02.2019 08:16:15;1039;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
07.02.2019 08:51:13;1040;Sonstige Mängel;Behoben
08.02.2019 19:18:53;1041;Defekte Straßenbeleuchtung;Abgelehnt
09.02.2019 08:50:41;1042;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
10.02.2019 12:57:42;1043;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
11.02.2019 18:05:30;1044;Mülltonnen nicht geleert oder verschwunden;Behoben
12.02.2019 19:31:40;1045;Defekte Straßenbeleuchtung;Behoben
13.02.2019 08:03:33;1046;Parkverstöße;Behoben
13.02.2019 08:23:51;1047;Mülltonnen nicht geleert oder verschwunden;Abgelehnt
13.02.2019 08:30:13;1048;Mülltonnen nicht geleert oder verschwunden;Abgelehnt
13.02.2019 11:33:18;1049;Abgestellte Autos ohne Kennzeichen;Behoben
14.02.2019 18:32:05;1050;Parkverstöße;Behoben
15.02.2019 11:25:46;1051;Straßen- und Gehwegverunreinigung;In Bearbeitung
15.02.2019 17:27:50;1052;Lärm- oder Geruchsbelästigung;Behoben
15.02.2019 19:23:59;1053;Defekte Straßenbeleuchtung;Behoben
15.02.2019 21:56:10;1054;Defekte Straßenbeleuchtung;In Bearbeitung
16.02.2019 09:13:15;1055;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
16.02.2019 09:44:19;1056;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
16.02.2019 10:39:11;1057;Defekte Straßenbeleuchtung;Behoben
16.02.2019 15:59:53;1058;Parkverstöße;Behoben
16.02.2019 16:09:51;1059;Parkverstöße;Behoben
16.02.2019 21:10:33;1060;Parkverstöße;Behoben
17.02.2019 10:35:47;1061;Parkverstöße;Behoben
17.02.2019 15:24:10;1062;Parkverstöße;Behoben
17.02.2019 17:55:07;1063;Parkverstöße;Behoben
18.02.2019 11:55:45;1064;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
18.02.2019 17:28:05;1065;Parkverstöße;Behoben
18.02.2019 19:04:16;1066;Defekte Ampelanlagen oder Verkehrsschilder;Abgelehnt
19.02.2019 07:55:39;1067;Straßen- und Gehwegverunreinigung;Behoben
19.02.2019 18:02:13;1068;Parkverstöße;Behoben
19.02.2019 22:38:24;1069;Parkverstöße;Behoben
20.02.2019 06:59:58;1070;Parkverstöße;Behoben
20.02.2019 17:14:00;1071;Parkverstöße;Behoben
21.02.2019 13:06:23;1072;Sonstige Mängel;Behoben
21.02.2019 15:18:10;1073;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
21.02.2019 17:52:34;1074;Sonstige Mängel;Abgelehnt
21.02.2019 18:48:26;1075;Parkverstöße;Abgelehnt
22.02.2019 17:51:57;1076;Sonstige Mängel;Behoben
23.02.2019 16:35:46;1077;Parkverstöße;Behoben
23.02.2019 21:16:10;1078;Parkverstöße;Behoben
24.02.2019 14:52:34;1079;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
24.02.2019 16:15:19;1080;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
24.02.2019 18:34:09;1081;Defekte Straßenbeleuchtung;Behoben
24.02.2019 20:17:48;1082;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
25.02.2019 08:13:24;1083;Sonstige Mängel;Behoben
25.02.2019 12:19:12;1084;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
25.02.2019 15:54:03;1085;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung
25.02.2019 16:05:25;1086;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
25.02.2019 19:55:21;1087;Parkverstöße;Behoben
26.02.2019 08:13:19;1088;Parkverstöße;Behoben
26.02.2019 12:33:49;1089;Defekte Straßenbeleuchtung;Behoben
27.02.2019 09:35:55;1090;Parkverstöße;Behoben
27.02.2019 10:59:28;1091;Defekte Straßenbeleuchtung;Abgelehnt
27.02.2019 12:55:40;1092;Sonstige Mängel;In Bearbeitung
27.02.2019 14:31:58;1093;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
27.02.2019 16:49:51;1094;Sonstige Mängel;Abgelehnt
27.02.2019 17:11:45;1095;Straßenschäden;Behoben
27.02.2019 18:41:59;1096;Parkverstöße;Behoben
27.02.2019 18:42:21;1097;Parkverstöße;Behoben
27.02.2019 18:58:22;1098;Sonstige Mängel;Behoben
28.02.2019 09:24:55;1099;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
28.02.2019 12:02:20;1100;Sonstige Mängel;Abgelehnt
28.02.2019 12:34:31;1101;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
28.02.2019 19:14:32;1102;Lärm- oder Geruchsbelästigung;Behoben
28.02.2019 19:33:53;1103;Defekte Straßenbeleuchtung;Behoben
01.03.2019 12:07:08;1104;Sonstige Mängel;Abgelehnt
01.03.2019 14:48:10;1105;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
01.03.2019 14:50:39;1106;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
02.03.2019 09:45:04;1107;Sonstige Mängel;In Bearbeitung
02.03.2019 11:41:15;1108;Parkverstöße;Behoben
03.03.2019 13:05:38;1109;Sonstige Mängel;In Bearbeitung
03.03.2019 14:52:23;1110;Parkverstöße;Behoben
03.03.2019 17:31:57;1111;Parkverstöße;Behoben
04.03.2019 07:03:36;1112;Parkverstöße;Behoben
04.03.2019 09:12:43;1113;Sonstige Mängel;Abgelehnt
04.03.2019 12:28:05;1114;Parkverstöße;Behoben
04.03.2019 16:50:41;1115;Parkverstöße;Behoben
04.03.2019 16:58:04;1116;Parkverstöße;Behoben
04.03.2019 18:22:48;1117;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
04.03.2019 18:37:57;1118;Mülltonnen nicht geleert oder verschwunden;Behoben
04.03.2019 19:26:28;1119;Parkverstöße;Behoben
05.03.2019 11:12:06;1120;Sonstige Mängel;Behoben
05.03.2019 12:46:22;1121;Sonstige Mängel;Behoben
05.03.2019 14:29:35;1122;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung
05.03.2019 16:58:14;1123;Parkverstöße;Behoben
05.03.2019 17:04:25;1124;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
05.03.2019 17:06:50;1125;Parkverstöße;Behoben
05.03.2019 19:19:47;1126;Sonstige Mängel;Behoben
06.03.2019 07:28:33;1127;Parkverstöße;Behoben
06.03.2019 20:42:35;1128;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
07.03.2019 10:11:42;1129;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
07.03.2019 15:43:50;1130;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
07.03.2019 18:01:41;1131;Parkverstöße;Behoben
07.03.2019 19:26:33;1132;Parkverstöße;Behoben
07.03.2019 22:24:15;1133;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
08.03.2019 08:05:49;1134;Parkverstöße;Behoben
08.03.2019 08:06:06;1135;Parkverstöße;Abgelehnt
08.03.2019 10:12:21;1136;Defekte Straßenbeleuchtung;Behoben
08.03.2019 10:15:42;1137;Sonstige Mängel;Behoben
08.03.2019 17:57:18;1138;Straßenschäden;Behoben
09.03.2019 10:41:52;1139;Parkverstöße;Behoben
09.03.2019 20:10:04;1140;Sonstige Mängel;Behoben
09.03.2019 22:41:47;1141;Sonstige Mängel;Behoben
10.03.2019 11:31:17;1142;Straßen- und Gehwegverunreinigung;Behoben
10.03.2019 11:52:52;1143;Parkverstöße;Behoben
10.03.2019 11:55:14;1144;Parkverstöße;Behoben
10.03.2019 17:26:39;1145;Straßenschäden;Behoben
10.03.2019 18:13:23;1146;Straßenschäden;Behoben
10.03.2019 19:29:30;1147;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
11.03.2019 07:06:50;1148;Parkverstöße;Behoben
11.03.2019 07:39:36;1149;Parkverstöße;Behoben
11.03.2019 19:10:18;1150;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
11.03.2019 19:59:40;1151;Parkverstöße;Behoben
12.03.2019 08:36:20;1152;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
12.03.2019 09:32:04;1153;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
12.03.2019 15:12:40;1154;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
12.03.2019 18:56:07;1155;Defekte Straßenbeleuchtung;Behoben
13.03.2019 07:43:46;1156;Parkverstöße;Behoben
13.03.2019 08:33:09;1157;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 08:36:00;1158;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 08:37:36;1159;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 08:39:57;1160;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 08:42:17;1161;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 08:43:42;1162;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 08:45:31;1163;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 08:47:46;1164;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
13.03.2019 12:19:10;1165;Straßenschäden;Behoben
14.03.2019 16:40:19;1166;Sonstige Mängel;Behoben
14.03.2019 16:41:45;1167;Sonstige Mängel;Abgelehnt
15.03.2019 06:17:20;1168;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung
15.03.2019 07:36:53;1169;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
15.03.2019 15:46:54;1170;Parkverstöße;Behoben
15.03.2019 18:23:21;1171;Parkverstöße;Behoben
16.03.2019 08:05:27;1172;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
17.03.2019 07:55:33;1173;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
17.03.2019 08:35:07;1174;Parkverstöße;Behoben
17.03.2019 08:45:09;1175;Parkverstöße;Behoben
17.03.2019 10:57:14;1176;Sonstige Mängel;Behoben
17.03.2019 11:36:10;1177;Sonstige Mängel;Behoben
17.03.2019 12:07:07;1178;Parkverstöße;Behoben
17.03.2019 12:26:33;1179;Sonstige Mängel;Abgelehnt
17.03.2019 12:38:58;1180;Sonstige Mängel;Abgelehnt
17.03.2019 17:37:02;1181;Probleme mit Tieren (zum Beispiel Wespen, Hornissen, Hunde);Behoben
17.03.2019 17:54:31;1182;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
17.03.2019 18:17:12;1183;Parkverstöße;Behoben
17.03.2019 22:07:57;1184;Probleme mit Tieren (zum Beispiel Wespen, Hornissen, Hunde);Behoben
18.03.2019 09:38:43;1185;Sonstige Mängel;Behoben
18.03.2019 10:09:57;1186;Parkverstöße;Behoben
18.03.2019 12:46:45;1187;Parkverstöße;Behoben
18.03.2019 20:50:10;1188;Sonstige Mängel;Behoben
19.03.2019 07:22:34;1189;Straßenschäden;Abgelehnt
19.03.2019 08:17:39;1190;Parkverstöße;Behoben
19.03.2019 10:45:25;1191;Straßenschäden;Behoben
19.03.2019 14:56:02;1192;Parkverstöße;Behoben
19.03.2019 16:04:20;1193;Sonstige Mängel;Abgelehnt
20.03.2019 07:32:27;1194;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
20.03.2019 11:19:08;1195;Sonstige Mängel;Behoben
20.03.2019 16:05:01;1196;Parkverstöße;Behoben
20.03.2019 17:25:44;1197;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
20.03.2019 21:40:44;1198;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung
21.03.2019 08:53:23;1199;Parkverstöße;Abgelehnt
21.03.2019 17:34:05;1200;Sonstige Mängel;Behoben
21.03.2019 18:44:03;1201;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
21.03.2019 20:48:11;1202;Parkverstöße;Behoben
22.03.2019 11:47:57;1203;Straßen- und Gehwegverunreinigung;Behoben
22.03.2019 15:21:52;1204;Sonstige Mängel;Behoben
22.03.2019 17:19:12;1205;Parkverstöße;Behoben
22.03.2019 19:08:32;1206;Parkverstöße;Behoben
23.03.2019 12:44:46;1207;Sonstige Mängel;Behoben
23.03.2019 13:00:14;1208;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
23.03.2019 16:57:11;1209;Defekte Ampelanlagen oder Verkehrsschilder;Behoben
23.03.2019 20:22:51;1210;Defekte Straßenbeleuchtung;Behoben
23.03.2019 21:58:43;1211;Defekte Straßenbeleuchtung;Behoben
24.03.2019 03:46:59;1212;Lärm- oder Geruchsbelästigung;Abgelehnt
24.03.2019 10:22:42;1213;Sonstige Mängel;Behoben
25.03.2019 07:18:40;1214;Illegale Müllablagerung, Ansammlung von Unrat;In Bearbeitung
25.03.2019 08:17:59;1215;Parkverstöße;Behoben
25.03.2019 09:03:28;1216;Sonstige Mängel;Behoben
25.03.2019 09:05:20;1217;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
25.03.2019 09:41:33;1218;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
25.03.2019 11:56:42;1219;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
25.03.2019 13:34:55;1220;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
25.03.2019 16:16:41;1221;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
25.03.2019 16:24:38;1222;Defekte Straßenbeleuchtung;Behoben
26.03.2019 19:50:09;1223;Parkverstöße;Behoben
26.03.2019 20:09:58;1224;Defekte Straßenbeleuchtung;Behoben
26.03.2019 20:15:56;1225;Defekte Straßenbeleuchtung;Behoben
26.03.2019 21:12:20;1226;Defekte Straßenbeleuchtung;Behoben
27.03.2019 08:24:31;1227;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
27.03.2019 08:24:40;1228;Illegale Müllablagerung, Ansammlung von Unrat;Abgelehnt
27.03.2019 14:43:15;1229;Parkverstöße;Behoben
27.03.2019 22:10:23;1230;Parkverstöße;Behoben
28.03.2019 09:28:29;1231;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
28.03.2019 09:30:40;1232;Parkverstöße;Behoben
28.03.2019 09:31:59;1233;Parkverstöße;Behoben
28.03.2019 12:07:29;1234;Parkverstöße;Behoben
28.03.2019 12:24:21;1235;Parkverstöße;Behoben
28.03.2019 12:26:49;1236;Parkverstöße;Behoben
28.03.2019 12:31:46;1237;Parkverstöße;Behoben
28.03.2019 13:14:26;1238;Parkverstöße;Behoben
28.03.2019 17:01:13;1239;Parkverstöße;Behoben
28.03.2019 21:17:21;1240;Defekte Ampelanlagen oder Verkehrsschilder;In Bearbeitung
29.03.2019 11:02:05;1241;Parkverstöße;Behoben
29.03.2019 14:46:00;1242;Sonstige Mängel;In Bearbeitung
29.03.2019 14:48:04;1243;Sonstige Mängel;Behoben
29.03.2019 15:04:40;1244;Parkverstöße;In Bearbeitung
30.03.2019 12:20:39;1245;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
30.03.2019 12:21:55;1246;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
30.03.2019 13:02:58;1247;Sonstige Mängel;Abgelehnt
30.03.2019 16:49:28;1248;Mülltonnen nicht geleert oder verschwunden;Abgelehnt
31.03.2019 00:22:48;1249;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
31.03.2019 12:55:21;1250;Störungen Grillplatz;In Bearbeitung
31.03.2019 13:42:07;1251;Parkverstöße;Behoben
31.03.2019 14:44:10;1252;Mülltonnen nicht geleert oder verschwunden;Abgelehnt
31.03.2019 17:40:19;1253;Störungen Grillplatz;In Bearbeitung
31.03.2019 17:43:44;1254;Parkverstöße;Behoben
31.03.2019 17:58:53;1255;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
01.04.2019 07:29:46;1256;Parkverstöße;Behoben
01.04.2019 18:36:35;1257;Parkverstöße;Behoben
01.04.2019 21:14:17;1258;Parkverstöße;Behoben
01.04.2019 22:27:13;1259;Defekte Straßenbeleuchtung;Behoben
01.04.2019 23:48:11;1260;Straßen- und Gehwegverunreinigung;In Bearbeitung
02.04.2019 08:51:24;1261;Illegale Müllablagerung, Ansammlung von Unrat;Behoben
02.04.2019 18:00:46;1262;Sonstige Mängel;Behoben
